GEO_CODE,Total_households,Households_with_at_least_one_vars_or_vans,Per_cent_of_households_with_at_least_one_car_or_van
E02004321,3662,2413,0.658929547
E02004322,3769,2035,0.539931016
E02004323,3337,2406,0.721006892
E02004324,2588,1814,0.700927357
E02004325,3722,2134,0.573347663
E02004326,2713,1903,0.701437523
E02004327,2913,1725,0.592173018
E02004328,3115,2068,0.66388443
E02004329,2807,2232,0.79515497
E02004330,2742,1900,0.692924872
E02004331,3084,2170,0.703631647
E02004332,3113,2423,0.77834886
E02004333,3195,2569,0.804068858
E02004334,3192,2364,0.740601504
E02004335,2929,1729,0.590303858
E02004336,3264,2171,0.665134804
E02004337,4037,2945,0.729502106
E02004338,3029,2168,0.715747772
E02004339,2997,2587,0.86319653
E02004340,4812,2935,0.6099335
E02004341,3474,3109,0.894933794
E02004342,2401,1495,0.622657226
E02004343,2492,1652,0.662921348
E02004344,3244,2266,0.698520345
E02004345,5755,4825,0.83840139
E02004346,2344,2098,0.895051195
E02004347,3012,2299,0.763280212
E02004348,3700,3048,0.823783784
E02004349,4081,2838,0.69541779
E02004350,4378,3420,0.78117862
E02004351,3135,2097,0.668899522
E02004352,3409,2339,0.686124963
E02004353,3313,2596,0.783579837
E02004354,3891,2965,0.762014906
E02004355,3247,1897,0.584231598
E02004356,3009,2307,0.7666999
E02004357,3050,2266,0.74295082
E02004358,3537,2578,0.728866271
E02004359,3484,2548,0.731343284
E02004361,3330,2739,0.822522523
E02004362,3585,2627,0.732775453
E02004363,3280,2219,0.67652439
E02004364,3908,2699,0.690634596
E02004365,3590,1791,0.498885794
E02004366,3758,2078,0.552953699
E02004367,3401,2532,0.744486916
E02004368,3253,2812,0.864432831
E02004369,4206,3465,0.82382311
E02004370,3223,2043,0.633881477
E02004371,3007,2158,0.717658796
E02004372,2801,1615,0.576579793
E02004373,3638,2677,0.73584387
E02004374,3530,2389,0.676770538
E02004375,3973,2539,0.63906368
E02004376,3793,1771,0.466912734
E02004377,4480,3586,0.800446429
E02004378,5255,2411,0.458801142
E02004379,3008,2790,0.927526596
E02004380,3491,3202,0.917215698
E02004381,4363,3053,0.69974788
E02004382,2769,2354,0.850126399
E02004383,3094,2364,0.76405947
E02004384,3161,2581,0.816513761
E02004385,3421,2688,0.785735165
E02004386,2784,2168,0.778735632
E02004387,2468,1756,0.711507293
E02004388,2828,2199,0.77758133
E02004389,4180,3580,0.85645933
E02004390,3473,2873,0.827238699
E02004391,3141,2085,0.663801337
E02004392,3639,3314,0.91068975
E02004393,2763,2429,0.879116902
E02004394,3195,2938,0.919561815
E02004395,3642,2818,0.773750686
E02004396,3815,3456,0.905897772
E02004397,3362,2830,0.841760857
E02004398,3679,2579,0.701005708
E02004399,3572,2798,0.78331467
E02004400,4697,4102,0.873323398
E02004401,3801,3032,0.79768482
E02004402,4712,2800,0.594227504
E02004403,2623,2396,0.913457873
E02004404,2570,2420,0.941634241
E02004405,2342,2112,0.901793339
E02004406,2988,2676,0.895582329
E02004407,3295,2976,0.903186646
E02004408,3126,2726,0.872040947
E02004409,2189,2049,0.936043856
E02004410,3153,2971,0.942277196
E02004411,3668,3023,0.824154853
E02004412,3330,2896,0.86966967
E02004413,2806,2596,0.925160371
E02004414,2409,2140,0.888335409
E02004415,2398,2270,0.946622185
E02004416,2695,2473,0.917625232
E02004417,2520,2065,0.819444444
E02004418,2284,1871,0.819176883
E02004419,2473,1834,0.741609381
E02004420,4527,4086,0.902584493
E02004421,3649,2763,0.757193752
E02004422,4125,3619,0.877333333
E02004423,3506,2913,0.83086138
E02004424,2755,2592,0.940834846
E02004425,3169,2699,0.85168823
E02004426,3284,2803,0.853532278
E02004427,3333,2775,0.832583258
E02004428,2694,2118,0.786191537
E02004429,3111,2656,0.853744777
E02004430,3206,2874,0.896444167
E02004431,3814,3312,0.868379654
E02004432,2604,2389,0.917434716
E02004433,3691,3080,0.834462205
E02004434,3454,2803,0.811522872
E02004435,3324,2317,0.697051745
E02004436,3142,2013,0.640674729
E02004437,3583,2657,0.741557354
E02004438,3660,2337,0.63852459
E02004439,3472,2211,0.636808756
E02004440,3354,2336,0.696481813
E02004441,3209,2238,0.697413524
E02004442,3350,2147,0.640895522
E02004443,3415,2618,0.766617862
E02004444,3602,3207,0.890338701
E02004445,3520,2602,0.739204545
E02004446,2749,2556,0.929792652
E02004447,2500,2333,0.9332
E02004448,2688,2385,0.887276786
E02004449,3831,2966,0.774210389
E02004450,2548,2333,0.915620094
E02004451,3521,3085,0.876171542
E02004452,3522,3160,0.89721749
E02004453,2969,2138,0.72010778
E02004454,4219,3126,0.740933871
E02004455,2884,2647,0.917822469
E02004456,3809,3009,0.789971121
E02004457,4041,3422,0.846820094
E02004458,3540,3265,0.922316384
E02004459,4339,3704,0.853652915
E02004460,3706,2970,0.80140313
E02004461,2258,1722,0.762621789
E02004462,4655,3496,0.751020408
E02004463,3264,2860,0.87622549
E02004464,3742,3477,0.929182255
E02004465,2588,2261,0.873647604
E02004466,3314,2689,0.811406156
E02004467,3062,2490,0.813193991
E02004468,4144,3760,0.907335907
E02004469,2749,2465,0.896689705
E02004470,5127,3900,0.76067876
E02004471,3360,2701,0.803869048
E02004472,2560,2348,0.9171875
E02004473,3088,2707,0.876619171
E02004474,2994,2611,0.872077488
E02004475,2607,2254,0.86459532
E02004476,3140,2821,0.898407643
E02004477,2606,2271,0.871450499
E02004478,2864,2291,0.799930168
E02004479,3270,2770,0.847094801
E02004480,2709,2290,0.84533038
E02004481,3194,2440,0.763932373
E02004482,3147,2331,0.740705434
E02004483,3460,2811,0.812427746
E02004484,3361,2730,0.812258256
E02004485,2805,2491,0.888057041
E02004486,3336,2908,0.871702638
E02004487,2946,2366,0.803122878
E02004488,3446,2987,0.866802089
E02004489,3480,3195,0.918103448
E02004490,3275,2165,0.661068702
E02004491,2989,2650,0.886584142
E02004492,3910,3360,0.859335038
E02004493,4209,3228,0.766928011
E02004494,4664,3261,0.699185249
E02004495,3421,2965,0.866705642
E02004496,2874,2504,0.871259569
E02004497,3308,2880,0.870616687
E02004498,4209,3279,0.779044904
E02004499,2698,2394,0.887323944
E02004500,3647,3329,0.912805045
E02004501,3006,2494,0.829673985
E02004502,2791,2538,0.909351487
E02004503,3257,2925,0.898065705
E02004504,3343,3011,0.900688005
E02004505,2053,1816,0.884559182
E02004506,2696,2497,0.926186944
E02004507,4172,3363,0.806088207
E02004508,2620,2364,0.902290076
E02004509,4413,3683,0.834579651
E02004512,4961,3212,0.647450111
E02004513,4268,2464,0.577319588
E02004514,2311,1950,0.843790567
E02004515,2880,2660,0.923611111
E02004516,4437,2876,0.648185711
E02004517,3506,2933,0.836565887
E02004518,2583,2100,0.81300813
E02004519,3076,2553,0.829973992
E02004520,3163,2445,0.773000316
E02004521,3904,2902,0.743340164
E02004522,3457,2743,0.79346254
E02004523,3634,2866,0.788662631
E02004524,3231,3051,0.944289694
E02004525,3293,2819,0.856058305
E02004526,3300,2855,0.865151515
E02004527,3667,3301,0.900190892
E02004528,3242,2988,0.9216533
E02004529,2582,2454,0.950426026
E02004530,2626,2254,0.85833968
E02004531,2663,2216,0.832144198
E02004532,2764,2322,0.840086831
E02004533,2999,2384,0.794931644
E02004534,3678,3102,0.843393148
E02004535,2493,2092,0.839149619
E02004536,2520,2224,0.882539683
E02004537,3805,2681,0.704599212
E02004538,3515,3042,0.865433855
E02004539,3188,2531,0.79391468
E02004540,2457,2075,0.844525845
E02004541,4894,4123,0.842460155
E02004542,2396,2204,0.919866444
E02004543,2502,2033,0.81254996
E02004544,3012,2469,0.819721116
E02004545,3025,2076,0.686280992
E02004546,3260,2092,0.641717791
E02004547,3369,2378,0.705847432
E02004548,3513,3314,0.943353259
E02004549,3244,2295,0.707459926
E02004550,3331,2221,0.666766737
E02004551,3180,2296,0.722012579
E02004552,2748,2269,0.825691412
E02004553,2949,2212,0.750084774
E02004554,2989,2372,0.793576447
E02004555,2503,2291,0.915301638
E02004556,2912,2743,0.941964286
E02004557,3365,2976,0.884398217
E02004558,3059,2209,0.722131415
E02004559,3147,2728,0.866857324
E02004560,3383,3039,0.898315105
E02004561,3929,3692,0.939679308
E02004562,3519,2892,0.821824382
E02004563,2786,2465,0.884781048
E02004564,3122,2784,0.891736067
E02004565,5929,5174,0.872659808
E02004566,2379,1830,0.769230769
E02004567,3133,2780,0.887328439
E02004568,3372,2931,0.869217082
E02004569,3133,2565,0.818704117
E02004570,3591,2846,0.792536898
E02004571,3141,2724,0.867239733
E02004572,2978,2591,0.870047011
E02004573,2873,1821,0.633832231
E02004574,3127,2235,0.714742565
E02004575,4812,4126,0.857439734
E02004576,3736,3226,0.863490364
E02004577,2082,1908,0.916426513
E02004578,3423,2491,0.727724219
E02004579,2992,2579,0.861965241
E02004580,5535,4413,0.797289973
E02004581,3101,2806,0.904869397
E02004582,3188,2550,0.799874529
E02004583,3703,3051,0.823926546
E02004584,3205,2488,0.776287051
E02004585,3312,2646,0.798913043
E02004586,3631,2562,0.705590746
E02004587,3338,2264,0.678250449
E02004588,3019,1523,0.504471679
E02004589,3141,2232,0.710601719
E02004590,3887,2682,0.689992282
E02004591,2705,2511,0.928280961
E02004592,5158,4159,0.806320279
E02004593,3190,2964,0.929153605
E02004594,2933,2710,0.923968633
E02004595,4711,4345,0.922309488
E02004596,2959,2712,0.916525853
E02004597,3075,2642,0.859186992
E02004598,3825,3548,0.927581699
E02004599,2760,2575,0.932971014
E02004600,2451,1980,0.807833537
E02004601,2341,2022,0.863733447
E02004602,2771,2106,0.760014435
E02004603,2958,1925,0.650777552
E02004604,3437,2143,0.623508874
E02004605,2443,1592,0.651657798
E02004606,4147,3099,0.747287196
E02004607,4794,3511,0.732373801
E02004608,5072,3618,0.713328076
E02004609,3125,2775,0.888
E02004610,3618,2984,0.824765064
E02004611,4586,3969,0.865460096
E02004612,4155,3550,0.854392298
E02004613,2755,2423,0.879491833
E02004614,2276,2010,0.883128295
E02004615,3589,3255,0.906937866
E02004616,4055,3443,0.849075216
E02004617,3428,3063,0.893523921
E02004618,2990,2820,0.943143813
E02004619,3171,2927,0.923052665
E02004620,3149,2738,0.869482375
E02004621,3103,2112,0.680631647
E02004622,2798,2328,0.832022873
E02004623,3451,3105,0.899739206
E02004624,2488,2301,0.924839228
E02004625,4014,3571,0.889636273
E02004626,3645,3403,0.933607682
E02004627,2302,1888,0.820156386
E02004628,3201,2770,0.865354577
E02004629,5333,4213,0.789986874
E02004630,2605,2363,0.907101727
E02004631,2130,1966,0.923004695
E02004632,4362,3561,0.816368638
E02004633,3423,3034,0.886356997
E02004634,4263,3489,0.81843772
E02004635,2903,2573,0.886324492
E02004636,3272,2902,0.886919315
E02004637,3965,2765,0.697351828
E02004638,2285,1940,0.849015317
E02004639,3935,2373,0.603049555
E02004640,2987,1714,0.573819886
E02004641,3260,2712,0.83190184
E02004642,4580,3866,0.844104803
E02004643,3000,1966,0.655333333
E02004644,3547,2581,0.727657175
E02004645,3941,3543,0.899010403
E02004646,3782,2535,0.670280275
E02004647,2423,1886,0.778373917
E02004648,2549,2093,0.821106316
E02004649,2812,2564,0.911806543
E02004650,4025,3551,0.882236025
E02004651,3173,2896,0.912700914
E02004652,2828,2594,0.917256011
E02004653,2569,2376,0.924873492
E02004654,4731,3867,0.817374762
E02004655,3193,2578,0.807391168
E02004656,4967,3819,0.768874572
E02004657,2860,2628,0.918881119
E02004658,2681,2476,0.923535994
E02004659,2640,2342,0.887121212
E02004660,2760,2450,0.887681159
E02004661,3573,3003,0.840470193
E02004662,2540,2270,0.893700787
E02004663,2827,2421,0.85638486
E02004664,2909,2343,0.80543142
E02004665,3543,3100,0.874964719
E02004666,4600,4144,0.900869565
E02004667,4819,3630,0.753268313
E02004668,3684,3270,0.88762215
E02004669,2731,2586,0.946905895
E02004670,5574,4806,0.862217438
E02004671,2480,2283,0.920564516
E02004672,5251,4542,0.864978099
E02004673,2351,2031,0.863887707
E02004674,3636,3059,0.841309131
E02004675,3060,2701,0.882679739
E02004676,3361,3061,0.910740851
E02004677,2707,2556,0.944218692
E02004678,3127,2812,0.899264471
E02004679,3430,3162,0.921865889
E02004680,2849,2674,0.938574939
E02004681,4551,3485,0.765765766
E02004682,3238,2770,0.855466337
E02004683,2802,2024,0.722341185
E02004684,3645,3013,0.826611797
E02004685,3292,2352,0.714459295
E02004686,3544,2587,0.72996614
E02004687,2761,2205,0.798623687
E02004688,3472,2425,0.6984447
E02004689,2277,2055,0.902503294
E02004690,3179,2837,0.892419
E02004691,3232,2989,0.924814356
E02004692,2996,2714,0.905874499
E02004693,3041,2421,0.796119697
E02004694,2872,2520,0.877437326
E02004695,3235,3090,0.955177743
E02004696,2644,2307,0.872541604
E02004697,2223,2105,0.946918578
E02004698,2503,1697,0.677986416
E02004699,4442,3936,0.886087348
E02004700,2170,1888,0.870046083
E02004702,3241,2918,0.900339401
E02004703,4175,4008,0.96
E02004704,2325,2141,0.920860215
E02004705,3532,3132,0.886749717
E02004706,3030,2719,0.897359736
E02004707,4529,4112,0.907926695
E02004708,3918,3062,0.781521184
E02004709,3020,2799,0.926821192
E02004710,2569,2331,0.907356948
E02004712,3487,3258,0.934327502
E02004713,3212,2870,0.893524284
E02004714,3371,2967,0.880154257
E02004715,3429,2813,0.820355789
E02004716,3563,3058,0.858265507
E02004717,3996,3053,0.764014014
E02004718,3796,2854,0.751844046
E02004719,3977,3658,0.919788786
E02004720,4748,4178,0.879949452
E02004721,3569,3381,0.94732418
E02004722,3098,2610,0.842479019
E02004723,3816,3494,0.915618449
E02004724,3200,2844,0.88875
E02004725,2398,1970,0.821517932
E02004726,2517,2241,0.89034565
E02004727,3384,3237,0.956560284
E02004728,3472,3134,0.90264977
E02004729,3062,2467,0.80568256
E02004730,3544,3188,0.899548533
E02004731,3232,2921,0.903774752
E02004732,3279,2978,0.908203721
E02004733,3111,2798,0.899389264
E02004734,4370,3577,0.818535469
E02004735,3206,2881,0.898627573
E02004736,3398,2963,0.87198352
E02004737,3278,2318,0.707138499
E02004738,3212,2587,0.805417186
E02004739,2913,2473,0.848952969
E02004740,3118,2800,0.898011546
E02004741,3161,2491,0.788041759
E02004742,3231,2467,0.763540699
E02004743,3162,2675,0.845983555
E02004744,3251,2468,0.75915103
E02004745,3900,2935,0.752564103
E02004746,4616,3948,0.855285962
E02004747,2914,2199,0.754632807
E02004748,4767,2799,0.587161737
E02004749,3058,2640,0.863309353
E02004750,3370,2711,0.804451039
E02004751,3293,2981,0.905253568
E02004752,3162,3034,0.959519292
E02004753,3851,3532,0.917164373
E02004754,2549,2269,0.890153001
E02004755,4728,4243,0.897419628
E02004756,3214,2945,0.916303671
E02004757,3160,2922,0.924683544
E02004758,3100,2815,0.908064516
E02004759,3239,2992,0.923741896
E02004760,2941,2821,0.959197552
E02004761,2273,2100,0.923889133
E02004764,3421,2897,0.846828413
E02004765,2640,2413,0.914015152
E02004766,2632,1903,0.723024316
E02004767,2247,1543,0.686693369
E02004768,2274,1873,0.823658751
E02004769,2478,1598,0.644874899
E02004770,2880,1870,0.649305556
E02004771,3621,2362,0.652305993
E02004772,3852,3234,0.839563863
E02004774,4329,3657,0.844767845
E02004775,3969,3195,0.804988662
E02004776,2546,2284,0.89709348
E02004777,2608,2090,0.801380368
E02004778,2805,2397,0.854545455
E02004779,4691,4181,0.891281177
E02004780,2550,2130,0.835294118
E02004781,3332,3058,0.917767107
E02004782,3322,2630,0.791691752
E02004783,2924,2635,0.901162791
E02004784,2289,2136,0.933158585
E02004785,2422,2152,0.888521883
E02004786,3608,3308,0.916851441
E02004787,3480,2969,0.85316092
E02004788,2887,2663,0.922410807
E02004789,4406,3689,0.837267363
E02004790,3445,2784,0.808127721
E02004791,2201,1853,0.84189005
E02004792,3723,3318,0.891216761
E02004793,3081,2787,0.904576436
E02004794,2825,2630,0.930973451
E02004795,4028,3398,0.843594836
E02004796,4259,3889,0.913125147
E02004797,3540,2908,0.821468927
E02004798,2668,2108,0.790104948
E02004799,3881,2960,0.762690028
E02004800,3561,3135,0.880370682
E02004801,3716,3286,0.884284177
E02004802,2547,2068,0.811935611
E02004803,2648,2008,0.758308157
E02004804,2780,2543,0.914748201
E02004805,3334,2997,0.898920216
E02004806,3177,2914,0.917217501
E02004807,3785,3174,0.838573316
E02004808,4180,3467,0.829425837
E02004809,2856,2128,0.745098039
E02004810,2945,2439,0.828183362
E02004811,3210,2507,0.780996885
E02004812,2395,2173,0.907306889
E02004813,2487,1884,0.757539204
E02004814,2861,2634,0.920657113
E02004815,2837,1982,0.698625308
E02004816,3968,2920,0.735887097
E02004817,3259,2492,0.764651734
E02004818,4092,3666,0.895894428
E02004819,3291,2775,0.843208751
E02004820,2856,2681,0.93872549
E02004821,2161,2023,0.936140676
E02004822,3255,3019,0.92749616
E02004823,3814,3419,0.89643419
E02004824,2864,2109,0.736382682
E02004825,4416,3989,0.903306159
E02004826,2620,2440,0.93129771
E02004827,2831,2732,0.965030025
E02004828,2501,2319,0.927229108
E02004829,2236,2102,0.940071556
E02004830,2608,2365,0.906825153
E02004831,3417,3039,0.889376646
E02004832,3591,3186,0.887218045
E02004833,3428,2833,0.826429405
E02004834,3167,2059,0.65014209
E02004835,4418,3164,0.716161159
E02004836,2177,1477,0.678456592
E02004837,3092,2771,0.8961837
E02004838,3685,3413,0.926187246
E02004839,3314,3103,0.936330718
E02004840,3986,3566,0.894631209
E02004841,4517,4172,0.923621873
E02004842,3229,2910,0.901207804
E02004843,2648,2438,0.920694864
E02004844,2767,2310,0.834839176
E02004845,3367,2646,0.785862786
E02004846,2398,2153,0.897831526
E02004847,4040,3382,0.837128713
E02004848,2673,2362,0.883651328
E02004849,2486,2350,0.945293644
E02004850,3064,2500,0.815926893
E02004851,2315,1994,0.861339093
E02004852,3144,2447,0.778307888
E02004853,2576,2020,0.784161491
E02004854,3017,2343,0.776599271
E02004855,3163,2108,0.666455896
E02004856,2247,2053,0.913662661
E02004857,2350,2071,0.881276596
E02004858,2069,1765,0.853069116
E02004859,2141,2000,0.934142924
E02004860,2516,2146,0.852941176
E02004861,2394,2080,0.868838764
E02004862,3130,2493,0.796485623
E02004863,3194,2299,0.719787101
E02004864,2852,2504,0.877980365
E02004865,2415,1846,0.764389234
E02004866,2707,2138,0.789804211
E02004867,2401,2086,0.868804665
E02004868,2387,1804,0.755760369
E02004869,2293,1967,0.857828173
E02004870,4059,3031,0.746735649
E02004871,2064,1709,0.828003876
E02004872,2801,2432,0.868261335
E02004873,4440,3860,0.869369369
E02004874,2421,1979,0.817430814
E02004875,3541,2834,0.800338887
E02004876,3381,3120,0.922803904
E02004877,2135,1882,0.881498829
E02004878,2653,2409,0.908028647
E02004879,3084,2869,0.930285344
E02004880,3492,3267,0.93556701
E02004881,2587,2096,0.810204871
E02004882,3023,2590,0.856764803
E02004883,2308,2122,0.919410745
E02004884,4233,3369,0.79588944
E02004885,3222,2990,0.927995034
E02004886,2204,1995,0.905172414
E02004887,2914,2707,0.928963624
E02004888,3587,3153,0.879007527
E02004889,4368,3610,0.826465201
E02004890,3643,3156,0.866318968
E02004891,3270,2791,0.85351682
E02004892,2449,1879,0.76725194
E02004893,2129,1916,0.89995303
E02004894,3810,3218,0.844619423
E02004895,3601,3214,0.892529853
E02004896,3263,2707,0.829604658
E02004897,2588,2209,0.853554869
E02004898,3040,2449,0.805592105
E02004899,2101,1893,0.900999524
E02004900,3143,2830,0.900413618
E02004901,3485,2413,0.692395983
E02004902,3173,2348,0.739993697
E02004903,2591,2204,0.85063682
E02004904,2486,1961,0.788817377
E02004905,2405,2219,0.922661123
E02004906,3738,3014,0.806313537
E02004907,3774,3168,0.839427663
E02004908,3991,3594,0.900526184
E02004909,2175,1738,0.79908046
E02004910,4431,3890,0.877905665
E02004911,2935,2170,0.739352641
E02004912,4375,3621,0.827657143
E02004913,5796,5413,0.933919945
E02004914,3115,2439,0.782985554
E02004915,2335,1767,0.756745182
E02004916,2933,2416,0.823729969
E02004917,2672,2122,0.794161677
E02004918,3615,2825,0.781466113
E02004919,3073,2527,0.822323462
E02004920,4660,3630,0.778969957
E02004921,3216,2746,0.853855721
E02004922,3859,3427,0.8880539
