MSOA,White%,Mixed%,Asian%,Black%,Other%
E02004921,0.8843,0.0261,0.0648,0.0173,0.0075
E02004922,0.9573,0.0217,0.0132,0.0057,0.0021
E02004923,0.9509,0.0139,0.0252,0.0064,0.0036
E02004924,0.9224,0.0242,0.0338,0.0138,0.0058
E02004925,0.9272,0.0277,0.0252,0.0146,0.0053
E02004926,0.9433,0.0183,0.0306,0.0052,0.0026
E02004927,0.9574,0.0167,0.0125,0.0112,0.0022
E02004928,0.9286,0.0162,0.0449,0.0078,0.0025
E02004929,0.951,0.0154,0.0241,0.0059,0.0035
E02004930,0.9181,0.0209,0.0442,0.0145,0.0022
E02004931,0.9003,0.0257,0.0539,0.0169,0.0032
E02004932,0.8416,0.0365,0.0871,0.0236,0.0112
E02004933,0.9091,0.0272,0.0501,0.0094,0.0042
E02004934,0.8153,0.0355,0.1194,0.0233,0.0064
E02004935,0.8717,0.0288,0.0689,0.0214,0.0091
E02004936,0.8485,0.0342,0.0871,0.0167,0.0136
E02004937,0.9358,0.0198,0.0325,0.0081,0.0037
E02004938,0.8707,0.0352,0.0664,0.0201,0.0075
E02004939,0.7888,0.0367,0.1302,0.029,0.0153
E02004940,0.7882,0.0344,0.1287,0.0383,0.0103
E02004941,0.7974,0.0476,0.1153,0.0243,0.0154
E02004942,0.8987,0.0248,0.0496,0.0192,0.0077
E02004943,0.9109,0.0207,0.0521,0.0116,0.0047
E02004944,0.7923,0.0326,0.0998,0.0695,0.0058
E02004945,0.8655,0.0287,0.0772,0.0218,0.0068
E02004946,0.8726,0.0207,0.0607,0.0384,0.0076
E02004947,0.9078,0.0177,0.0466,0.0256,0.0022
E02004948,0.8977,0.0264,0.0492,0.024,0.0028
E02004949,0.8773,0.0276,0.0606,0.0295,0.005
E02004950,0.8783,0.033,0.0488,0.037,0.0028
E02004951,0.8322,0.0321,0.0865,0.0429,0.0063
E02004952,0.8991,0.0204,0.0488,0.0273,0.0044
E02004953,0.8786,0.0391,0.0327,0.0454,0.0042
E02004954,0.9106,0.0222,0.0347,0.0277,0.0048
E02004955,0.931,0.0203,0.0215,0.0232,0.0041
E02004956,0.932,0.0216,0.0289,0.0145,0.0029
E02004957,0.8661,0.0257,0.0701,0.0333,0.0048
E02004958,0.9433,0.0172,0.029,0.0083,0.0021
E02004959,0.7674,0.0255,0.1866,0.0124,0.0081
E02004960,0.9299,0.0199,0.0449,0.0038,0.0014
E02004961,0.8915,0.022,0.0728,0.0096,0.0041
E02004962,0.8909,0.0251,0.0662,0.0115,0.0063
E02004963,0.8813,0.0245,0.0644,0.0246,0.0051
E02004964,0.907,0.0246,0.0512,0.0145,0.0027
E02004965,0.8184,0.0191,0.1265,0.0271,0.0089
E02004966,0.6126,0.0227,0.3463,0.0109,0.0075
E02004967,0.8723,0.0267,0.0502,0.0471,0.0037
E02004968,0.8412,0.0309,0.0737,0.0476,0.0066
E02004969,0.8122,0.0343,0.0842,0.0635,0.0057
E02004970,0.8022,0.0352,0.0829,0.0716,0.008
E02004971,0.697,0.0357,0.2072,0.0513,0.0088
E02004972,0.7915,0.0248,0.1402,0.0385,0.0051
E02004973,0.7106,0.0404,0.1722,0.0678,0.0089
E02004974,0.741,0.0348,0.1772,0.0363,0.0106
E02004975,0.7022,0.0364,0.2219,0.0307,0.0087
E02004976,0.6763,0.0392,0.1972,0.0742,0.0131
E02004977,0.5051,0.0338,0.3574,0.09,0.0138
E02004978,0.5996,0.0376,0.2679,0.0801,0.0148
E02004979,0.8263,0.0256,0.113,0.0292,0.0059
E02004980,0.9331,0.0177,0.0325,0.0123,0.0043
E02004981,0.8979,0.0178,0.0551,0.0245,0.0047
E02004982,0.9164,0.024,0.036,0.0189,0.0047
E02004983,0.8997,0.0218,0.0443,0.0285,0.0057
E02004984,0.8891,0.0231,0.0491,0.0348,0.0038
E02004985,0.911,0.0238,0.046,0.0143,0.005
E02004986,0.8626,0.032,0.0474,0.0501,0.0079
E02004987,0.8669,0.0227,0.069,0.031,0.0104
E02004988,0.8432,0.0304,0.0771,0.0417,0.0077
E02004989,0.6878,0.0329,0.1602,0.0978,0.0214
E02004990,0.7956,0.0251,0.1118,0.0589,0.0086
E02004991,0.7312,0.0306,0.1395,0.0821,0.0167
E02004992,0.7242,0.0302,0.1371,0.0907,0.0179
E02004993,0.884,0.0229,0.0535,0.0318,0.0078
E02004994,0.9096,0.0209,0.0465,0.0112,0.0117
E02004995,0.9243,0.0152,0.0388,0.0137,0.0079
E02005503,0.9813,0.0063,0.0053,0.0051,0.002
E02005504,0.9905,0.0055,0.0026,0.0011,0.0002
E02005505,0.979,0.0116,0.0061,0.0031,0.0003
E02005506,0.9866,0.0076,0.0039,0.0012,0.0007
E02005507,0.976,0.0119,0.0081,0.0031,0.0009
E02005508,0.9892,0.0056,0.0047,0.0005,0.0002
E02005509,0.9723,0.0074,0.0139,0.0051,0.0012
E02005510,0.9896,0.0057,0.0038,0.0008,0.0002
E02005511,0.9814,0.0107,0.0051,0.0017,0.0011
E02005512,0.9593,0.0149,0.0085,0.0153,0.002
E02005513,0.9744,0.0094,0.0103,0.0047,0.0012
E02005514,0.978,0.0127,0.0029,0.0047,0.0017
E02005515,0.9794,0.0104,0.0059,0.0032,0.001
E02005516,0.986,0.0041,0.0074,0.0012,0.0012
E02005517,0.9486,0.0289,0.0154,0.0044,0.0027
E02005518,0.9488,0.023,0.0158,0.0081,0.0042
E02005519,0.9532,0.0237,0.0115,0.0103,0.0013
E02005520,0.9875,0.0054,0.0057,0.0009,0.0004
E02005521,0.9873,0.0077,0.0028,0.0007,0.0014
E02005522,0.984,0.007,0.0057,0.0019,0.0015
E02005523,0.9819,0.0065,0.0067,0.003,0.0019
E02005524,0.9871,0.0061,0.0042,0.0013,0.0013
E02005525,0.9675,0.0099,0.017,0.0038,0.0019
E02005526,0.9734,0.0102,0.01,0.0058,0.0005
E02005527,0.9818,0.0078,0.0052,0.0039,0.0013
E02005528,0.9707,0.0098,0.0129,0.0032,0.0034
E02005529,0.9786,0.0079,0.0095,0.0029,0.001
E02005530,0.9724,0.0072,0.0148,0.0035,0.0021
E02005531,0.9661,0.0117,0.0177,0.0031,0.0015
E02005532,0.9787,0.0077,0.0114,0.0019,0.0003
E02005533,0.9842,0.0057,0.0069,0.0019,0.0012
E02005534,0.9796,0.0088,0.0096,0.0016,0.0004
E02005535,0.9463,0.018,0.0263,0.0055,0.0039
E02005536,0.9789,0.0083,0.0104,0.0014,0.001
E02005537,0.9847,0.0074,0.0051,0.0012,0.0016
E02005538,0.9901,0.0043,0.0034,0.0016,0.0005
E02005539,0.9909,0.005,0.0029,0.0005,0.0007
E02005540,0.9805,0.0087,0.0077,0.0019,0.0012
E02005541,0.9743,0.0105,0.0089,0.0048,0.0015
E02005542,0.9531,0.0198,0.0131,0.0093,0.0047
E02005543,0.9222,0.037,0.0202,0.0121,0.0085
E02005544,0.9636,0.016,0.0109,0.007,0.0025
E02005545,0.982,0.0047,0.007,0.002,0.0043
E02005546,0.9749,0.0113,0.0079,0.0051,0.0009
E02005547,0.9521,0.0112,0.0265,0.0062,0.0039
E02005548,0.9493,0.0074,0.0354,0.0037,0.0041
E02005549,0.9887,0.0044,0.0047,0.0011,0.0011
E02005550,0.9794,0.0104,0.0082,0.0019,0
E02005551,0.9839,0.0081,0.0061,0.0009,0.0009
E02005552,0.9919,0.0044,0.0025,0.0007,0.0004
E02005553,0.9891,0.0036,0.0057,0.0008,0.0008
E02005554,0.993,0.0029,0.0026,0.0006,0.0009
E02005555,0.953,0.0087,0.0303,0.0058,0.0023
E02005556,0.9754,0.0083,0.0107,0.0038,0.0018
E02005557,0.9606,0.0173,0.0124,0.0077,0.002
E02005558,0.9844,0.0052,0.0052,0.0042,0.0009
E02005559,0.9705,0.0144,0.0101,0.0041,0.0009
E02005560,0.8972,0.0189,0.0708,0.0093,0.0038
E02005561,0.9581,0.0155,0.0181,0.0042,0.0042
E02005562,0.9852,0.005,0.005,0.0034,0.0014
E02005563,0.9852,0.0054,0.0083,0.0005,0.0005
E02005564,0.9752,0.0089,0.0119,0.0028,0.0013
E02005565,0.988,0.0056,0.0048,0.0009,0.0007
E02005566,0.9831,0.0072,0.0054,0.0035,0.0008
E02005567,0.9762,0.0112,0.0062,0.0046,0.0018
E02005568,0.9797,0.0103,0.0029,0.0047,0.0024
E02005569,0.9618,0.0134,0.0131,0.0088,0.0029
E02005570,0.9859,0.0065,0.0053,0.0014,0.001
E02005571,0.9887,0.0054,0.0045,0.001,0.0003
E02005572,0.98,0.0085,0.0102,0.0012,0.0003
E02005573,0.9851,0.0053,0.0079,0.0016,0.0002
E02005574,0.9882,0.0065,0.0033,0.0015,0.0006
E02005575,0.9923,0.0043,0.0023,0.0007,0.0004
E02005576,0.991,0.0054,0.0021,0.0009,0.0006
E02005577,0.9894,0.005,0.0044,0.0008,0.0003
E02005578,0.9892,0.0063,0.0028,0.0014,0.0003
E02005579,0.9851,0.007,0.0066,0.0007,0.0006
E02005580,0.982,0.0067,0.0091,0.0011,0.0012
E02005581,0.9769,0.007,0.0058,0.0079,0.0023
E02005582,0.9898,0.0066,0.0031,0.0003,0.0002
E02005583,0.9911,0.0035,0.0037,0.0011,0.0006
E02005584,0.9294,0.0197,0.029,0.0173,0.0046
E02005585,0.9385,0.0235,0.0182,0.0154,0.0044
E02005586,0.9252,0.0203,0.0315,0.0159,0.007
E02005587,0.9533,0.019,0.013,0.0123,0.0024
E02005588,0.8674,0.0193,0.0591,0.027,0.0272
E02005589,0.9174,0.0227,0.0393,0.0162,0.0044
E02005590,0.9024,0.03,0.0401,0.0162,0.0113
E02005592,0.933,0.0269,0.0272,0.007,0.0059
E02005593,0.7952,0.0292,0.1347,0.0268,0.0141
E02005594,0.914,0.0257,0.0425,0.0127,0.0052
E02005595,0.9175,0.0172,0.0483,0.0112,0.0058
E02005596,0.9229,0.022,0.0347,0.0149,0.0055
E02006907,0.8701,0.028,0.0709,0.0189,0.0121
E02006908,0.934,0.0183,0.0334,0.0105,0.0039
E02005597,0.9587,0.0124,0.0177,0.0079,0.0033
E02005598,0.9444,0.0143,0.0314,0.0064,0.0035
E02005599,0.9685,0.0114,0.0128,0.0063,0.0009
E02005600,0.9738,0.0109,0.0113,0.0035,0.0005
E02005601,0.9751,0.0124,0.0082,0.0035,0.0007
E02005602,0.981,0.009,0.0079,0.001,0.0012
E02005603,0.9715,0.0123,0.0129,0.002,0.0014
E02005604,0.9845,0.0074,0.0062,0.0012,0.0006
E02005605,0.9857,0.0082,0.0041,0.001,0.0011
E02005606,0.9848,0.0093,0.0038,0.0009,0.0013
E02005607,0.9839,0.0083,0.0052,0.0019,0.0006
E02005608,0.9861,0.007,0.005,0.001,0.001
E02005609,0.9848,0.0085,0.0051,0.0012,0.0004
E02005610,0.9896,0.0065,0.0018,0.0014,0.0008
E02005611,0.9669,0.0097,0.0164,0.0052,0.0019
E02006227,0.9891,0.0049,0.0033,0.0015,0.0012
E02006228,0.9861,0.0071,0.0042,0.0017,0.0009
E02006229,0.9795,0.0109,0.0037,0.0019,0.0039
E02006230,0.9764,0.0103,0.0071,0.0035,0.0027
E02006231,0.9638,0.0186,0.0096,0.0061,0.0019
E02006232,0.9859,0.0079,0.0025,0.0018,0.0019
E02006233,0.9665,0.0111,0.0147,0.0053,0.0024
E02006234,0.978,0.0086,0.0098,0.0026,0.001
E02006235,0.9884,0.0059,0.004,0.0014,0.0003
E02006236,0.982,0.008,0.008,0.0019,0.0002
E02006237,0.9792,0.0075,0.0091,0.0031,0.0012
E02006238,0.9591,0.0194,0.0091,0.0092,0.0031
E02006239,0.8641,0.0471,0.0213,0.0451,0.0223
E02006240,0.8691,0.0502,0.0197,0.0439,0.0171
E02006241,0.9265,0.0275,0.0204,0.0163,0.0093
E02006242,0.9247,0.03,0.0125,0.0217,0.0112
E02006243,0.9431,0.0189,0.0259,0.0093,0.0028
E02006826,0.9273,0.0183,0.0375,0.0145,0.0024
E02006245,0.9047,0.0479,0.0162,0.0274,0.0039
E02006246,0.9422,0.0185,0.023,0.0092,0.007
E02006247,0.9089,0.04,0.0217,0.0208,0.0086
E02006248,0.9071,0.0272,0.0458,0.0137,0.0062
E02006249,0.9001,0.0292,0.0458,0.0151,0.0098
E02006250,0.8271,0.0478,0.0666,0.0376,0.0208
E02006251,0.8392,0.0416,0.0802,0.0302,0.0088
E02006252,0.8953,0.0282,0.0546,0.0137,0.0081
E02006253,0.9171,0.0196,0.0469,0.0128,0.0037
E02006254,0.8521,0.0489,0.0479,0.0372,0.0138
E02006255,0.8764,0.03,0.07,0.0186,0.005
E02006256,0.8935,0.0387,0.0248,0.0263,0.0167
E02006257,0.9551,0.0245,0.0063,0.0107,0.0035
E02006258,0.8494,0.0428,0.0691,0.0343,0.0044
E02006259,0.9092,0.0429,0.0144,0.0258,0.0077
E02006260,0.8975,0.0395,0.0321,0.0273,0.0036
E02006261,0.9888,0.0047,0.0042,0.0013,0.001
E02006262,0.9849,0.0094,0.0032,0.0021,0.0005
E02006263,0.9849,0.0073,0.0047,0.0022,0.001
E02006264,0.9804,0.0083,0.0091,0.0016,0.0006
E02006265,0.9891,0.0056,0.0042,0.001,0.0001
E02006266,0.9842,0.0097,0.0037,0.0014,0.0009
E02006267,0.9827,0.0106,0.0044,0.0012,0.0011
E02006268,0.9739,0.0104,0.0102,0.0043,0.0013
E02006269,0.9797,0.0086,0.0078,0.0029,0.001
E02006270,0.9722,0.0126,0.0107,0.0033,0.0012
E02006271,0.9481,0.0168,0.0113,0.0214,0.0024
E02006272,0.9797,0.0118,0.0058,0.0024,0.0003
E02006273,0.9874,0.0065,0.003,0.0014,0.0017
E02006274,0.971,0.0111,0.0064,0.0107,0.0008
E02006275,0.9644,0.0149,0.0139,0.0044,0.0024
E02006276,0.9819,0.0081,0.0073,0.0012,0.0015
E02006277,0.9478,0.0197,0.0218,0.0073,0.0034
E02006278,0.9486,0.0196,0.0196,0.0065,0.0057
E02006279,0.9728,0.0108,0.0104,0.003,0.003
E02006280,0.981,0.0071,0.0063,0.0041,0.0015
E02006281,0.9373,0.0117,0.0437,0.0046,0.0027
E02006282,0.9887,0.0037,0.0048,0.0018,0.001
E02006283,0.9206,0.0212,0.0219,0.0336,0.0026
E02006284,0.9581,0.0127,0.0196,0.0063,0.0033
E02006285,0.9513,0.0124,0.0243,0.0108,0.0011
E02006286,0.9499,0.0145,0.0189,0.015,0.0018
E02006287,0.9867,0.0071,0.0045,0.0008,0.0008
E02006288,0.9734,0.0077,0.0168,0.0014,0.0008
E02006289,0.9861,0.0076,0.0044,0.001,0.001
E02006290,0.9776,0.0085,0.0132,0.0005,0.0002
E02006291,0.9781,0.0122,0.0058,0.003,0.0009
E02006292,0.9833,0.0079,0.0069,0.0015,0.0003
E02006293,0.96,0.0127,0.0121,0.0128,0.0023
E02006294,0.9642,0.0148,0.0163,0.0041,0.0006
E02006295,0.9513,0.0144,0.0261,0.0059,0.0023
E02006296,0.944,0.0158,0.031,0.0065,0.0027
E02006297,0.9341,0.017,0.0339,0.01,0.005
E02006298,0.9777,0.0088,0.0094,0.003,0.0011
E02006299,0.9709,0.0105,0.0127,0.0029,0.003
E02006300,0.9671,0.0175,0.0109,0.0031,0.0015
E02006301,0.9415,0.0183,0.031,0.0058,0.0034
E02006302,0.9621,0.0121,0.0123,0.0128,0.0007
E02006303,0.9754,0.012,0.0084,0.0033,0.0009
E02006304,0.9839,0.0067,0.0059,0.0023,0.0012
E02006305,0.9637,0.014,0.0168,0.0039,0.0016
E02006306,0.9751,0.0127,0.0083,0.0032,0.0007
E02006307,0.9851,0.008,0.005,0.0015,0.0004
E02006308,0.9612,0.0158,0.0144,0.0051,0.0033
E02006309,0.9807,0.0093,0.005,0.0047,0.0003
E02006310,0.9747,0.0121,0.0083,0.0041,0.0007
E02006311,0.9816,0.009,0.0054,0.0016,0.0024
E02006312,0.9829,0.0081,0.0068,0.0019,0.0002
E02006313,0.981,0.0086,0.0085,0.0012,0.0008
E02006314,0.9791,0.0117,0.0068,0.0012,0.0012
E02006315,0.978,0.0119,0.0083,0.0015,0.0003
E02006316,0.9889,0.0067,0.0028,0.0009,0.0007
E02000166,0.7938,0.0639,0.0577,0.0573,0.0274
E02000167,0.8482,0.0473,0.0671,0.0186,0.0188
E02000168,0.7822,0.0656,0.0718,0.0568,0.0236
E02000169,0.7588,0.0611,0.1169,0.0245,0.0386
E02000170,0.7432,0.0565,0.1091,0.0458,0.0453
E02000171,0.7708,0.062,0.0973,0.0428,0.027
E02000172,0.6256,0.0697,0.1459,0.1202,0.0386
E02000173,0.701,0.0667,0.1601,0.0387,0.0335
E02000174,0.6789,0.0544,0.1278,0.1009,0.038
E02000175,0.703,0.0559,0.1325,0.0744,0.0342
E02000176,0.7769,0.0515,0.1163,0.0224,0.033
E02000177,0.6401,0.0591,0.1382,0.1235,0.039
E02000178,0.6308,0.0625,0.1243,0.1267,0.0557
E02000179,0.6665,0.0558,0.1457,0.0997,0.0324
E02000180,0.6607,0.0594,0.1457,0.1096,0.0246
E02000181,0.7579,0.0446,0.1282,0.038,0.0313
E02000182,0.5971,0.0426,0.2373,0.0642,0.0588
E02000183,0.7721,0.0516,0.0892,0.0571,0.03
E02000184,0.5901,0.061,0.1911,0.1195,0.0384
E02000185,0.5796,0.0527,0.1422,0.1449,0.0806
E02000186,0.6943,0.0452,0.1379,0.0858,0.0368
E02000187,0.4706,0.0552,0.2814,0.1502,0.0426
E02000188,0.4839,0.0454,0.3082,0.108,0.0544
E02000189,0.4537,0.0601,0.3027,0.1467,0.0368
E02000190,0.5699,0.0519,0.2663,0.0793,0.0327
E02000191,0.5677,0.0451,0.276,0.0636,0.0476
E02000192,0.5852,0.0546,0.2379,0.0898,0.0324
E02000193,0.6439,0.0549,0.2093,0.054,0.0379
E02000001,0.7863,0.0392,0.1275,0.0262,0.0209
E02000345,0.7081,0.0334,0.0492,0.0941,0.1152
E02000346,0.4338,0.0712,0.1236,0.2922,0.0791
E02000347,0.6864,0.043,0.0589,0.1281,0.0836
E02000348,0.5687,0.0456,0.0893,0.2015,0.095
E02000350,0.5959,0.0519,0.1514,0.1467,0.0541
E02000351,0.6626,0.0615,0.1007,0.1266,0.0487
E02000352,0.6683,0.0673,0.0684,0.1444,0.0516
E02000353,0.6774,0.0578,0.1144,0.1185,0.0319
E02000354,0.4574,0.0766,0.1405,0.277,0.0485
E02000355,0.5143,0.0648,0.1829,0.2073,0.0306
E02000356,0.7136,0.0666,0.0579,0.1263,0.0357
E02000357,0.3092,0.0628,0.0939,0.4785,0.0557
E02000358,0.5488,0.0698,0.1014,0.228,0.052
E02000359,0.501,0.0772,0.1165,0.27,0.0353
E02000360,0.4046,0.0703,0.1237,0.3474,0.0539
E02000361,0.5351,0.077,0.0982,0.2516,0.0382
E02000362,0.488,0.0687,0.0858,0.3148,0.0427
E02000363,0.3698,0.0791,0.1099,0.3894,0.0517
E02000364,0.6325,0.0554,0.0789,0.2015,0.0317
E02000365,0.6274,0.0617,0.0919,0.1727,0.0464
E02000366,0.5873,0.06,0.0796,0.2391,0.0339
E02000367,0.6075,0.069,0.0949,0.191,0.0376
E02000368,0.4614,0.0607,0.1188,0.3069,0.0521
E02000369,0.5043,0.0699,0.1075,0.2669,0.0514
E02000370,0.5245,0.0675,0.1185,0.2276,0.0619
E02000371,0.5951,0.0699,0.1127,0.1762,0.0461
E02006918,0.3985,0.084,0.1357,0.3222,0.0597
E02006921,0.4956,0.0589,0.1126,0.2618,0.0712
E02000372,0.4999,0.0687,0.1304,0.2111,0.0899
E02000373,0.3741,0.0695,0.1101,0.3573,0.0889
E02000374,0.613,0.0655,0.0943,0.1567,0.0704
E02000375,0.5832,0.0649,0.0926,0.2008,0.0585
E02000376,0.6097,0.0657,0.1035,0.1573,0.0638
E02000377,0.6374,0.0595,0.0943,0.1586,0.0502
E02000378,0.6936,0.0566,0.0854,0.1137,0.0507
E02000379,0.6954,0.0616,0.083,0.1123,0.0478
E02000380,0.7339,0.0571,0.0739,0.0948,0.0403
E02000381,0.7562,0.047,0.0707,0.0825,0.0436
E02000382,0.6882,0.0542,0.082,0.1056,0.0701
E02000383,0.6122,0.0559,0.153,0.0754,0.1036
E02000384,0.6369,0.0631,0.0921,0.1474,0.0605
E02000385,0.7442,0.0445,0.1048,0.0602,0.0463
E02000386,0.576,0.0595,0.1164,0.1696,0.0785
E02000387,0.6429,0.0531,0.128,0.1264,0.0496
E02000388,0.7379,0.0463,0.0977,0.0732,0.045
E02000389,0.7955,0.0453,0.0801,0.0407,0.0384
E02000390,0.7568,0.0502,0.0661,0.0827,0.0442
E02000391,0.8086,0.0437,0.054,0.0507,0.043
E02000392,0.7685,0.0483,0.0583,0.0855,0.0394
E02000393,0.8415,0.0388,0.0623,0.0393,0.0181
E02000394,0.6736,0.0616,0.0972,0.1158,0.0517
E02000395,0.8607,0.035,0.0518,0.0266,0.026
E02000396,0.7538,0.0549,0.0671,0.0889,0.0353
E02000397,0.6123,0.0663,0.1144,0.1584,0.0486
E02000398,0.3831,0.0689,0.0825,0.4154,0.05
E02000400,0.6178,0.0694,0.1041,0.169,0.0398
E02000401,0.4993,0.0792,0.1054,0.2541,0.0621
E02000402,0.4509,0.0736,0.0917,0.3121,0.0717
E02000403,0.624,0.0625,0.1284,0.1356,0.0496
E02000404,0.5135,0.073,0.1565,0.2026,0.0544
E02000405,0.8093,0.0602,0.0567,0.0538,0.0202
E02000406,0.5556,0.072,0.1384,0.186,0.048
E02000407,0.4158,0.0695,0.1117,0.3412,0.0618
E02000408,0.4277,0.0652,0.1002,0.3329,0.074
E02000409,0.4558,0.0614,0.0915,0.3328,0.0585
E02000410,0.8235,0.0632,0.0495,0.0345,0.0293
E02000411,0.4236,0.0686,0.1365,0.32,0.0513
E02000412,0.5412,0.0622,0.129,0.2097,0.0579
E02000413,0.7925,0.0681,0.0636,0.0543,0.0215
E02000414,0.4666,0.0692,0.121,0.2961,0.0471
E02000415,0.5857,0.0652,0.148,0.1473,0.0539
E02000416,0.6613,0.0742,0.0766,0.1445,0.0434
E02000417,0.8324,0.0556,0.0407,0.0488,0.0225
E02000418,0.8417,0.0496,0.0472,0.0454,0.0162
E02000419,0.6394,0.0608,0.129,0.1212,0.0496
E02000420,0.5063,0.0735,0.1187,0.2493,0.0522
E02000421,0.4365,0.0704,0.1006,0.3292,0.0634
E02000422,0.4804,0.0667,0.1223,0.2767,0.0539
E02000423,0.6156,0.0625,0.13,0.1378,0.054
E02000424,0.7333,0.0681,0.0503,0.1156,0.0328
E02000425,0.6539,0.0434,0.0686,0.1385,0.0955
E02000426,0.7792,0.0538,0.0793,0.0553,0.0324
E02000427,0.6641,0.0655,0.1007,0.1211,0.0486
E02000428,0.5141,0.0661,0.0837,0.2823,0.0538
E02000429,0.8271,0.0547,0.0553,0.0431,0.0198
E02000430,0.7929,0.0604,0.0546,0.058,0.0341
E02000431,0.829,0.0547,0.06,0.0353,0.0209
E02000432,0.725,0.0545,0.0573,0.1269,0.0363
E02006794,0.3987,0.0772,0.0734,0.3917,0.059
E02000554,0.6056,0.0751,0.0756,0.1982,0.0454
E02000555,0.6807,0.0685,0.0757,0.1441,0.031
E02000556,0.6623,0.0699,0.0875,0.1512,0.0291
E02000557,0.6857,0.0769,0.0788,0.1254,0.0331
E02000558,0.4814,0.0824,0.1078,0.2761,0.0523
E02000559,0.7256,0.0583,0.0834,0.1098,0.0229
E02000560,0.6819,0.066,0.1085,0.1018,0.0418
E02000561,0.7852,0.0624,0.0689,0.0625,0.021
E02000562,0.7052,0.0608,0.0672,0.1317,0.0352
E02000563,0.6581,0.0698,0.077,0.1627,0.0324
E02000564,0.6657,0.0712,0.1068,0.1203,0.0359
E02000565,0.6217,0.0774,0.0727,0.1794,0.0487
E02000566,0.7728,0.0626,0.0657,0.0756,0.0234
E02000567,0.7245,0.0739,0.0617,0.1065,0.0335
E02000568,0.6205,0.0679,0.1171,0.1571,0.0374
E02000569,0.7237,0.0594,0.0707,0.1128,0.0334
E02000570,0.8127,0.0529,0.0629,0.0546,0.0169
E02000571,0.715,0.0567,0.0747,0.1162,0.0375
E02000572,0.5556,0.058,0.1716,0.1685,0.0463
E02000573,0.7953,0.0504,0.0804,0.0556,0.0184
E02000574,0.6903,0.0625,0.1276,0.092,0.0276
E02000575,0.6911,0.0466,0.1473,0.084,0.031
E02000576,0.6421,0.0615,0.1133,0.1427,0.0404
E02000577,0.4383,0.0747,0.0915,0.2443,0.1511
E02000578,0.5552,0.0874,0.0814,0.1709,0.105
E02000579,0.6886,0.0699,0.0671,0.1071,0.0673
E02000580,0.6324,0.0819,0.0714,0.1489,0.0654
E02000581,0.5401,0.0695,0.0851,0.1881,0.1172
E02000582,0.7793,0.0486,0.089,0.0393,0.0437
E02000583,0.7984,0.0594,0.0616,0.0422,0.0383
E02000584,0.7863,0.0511,0.0899,0.0224,0.0504
E02000585,0.6739,0.0578,0.114,0.0451,0.1091
E02000586,0.7296,0.0462,0.1337,0.0214,0.0691
E02000587,0.7376,0.0545,0.1164,0.0124,0.0791
E02000588,0.793,0.0425,0.0878,0.0137,0.063
E02000589,0.6483,0.0519,0.187,0.034,0.0789
E02000590,0.7118,0.0586,0.112,0.046,0.0716
E02000591,0.5952,0.0585,0.1681,0.0584,0.1198
E02000592,0.7928,0.0485,0.1053,0.0132,0.0402
E02000593,0.7508,0.0538,0.1076,0.0359,0.0519
E02000594,0.8462,0.0357,0.0598,0.0221,0.0361
E02000595,0.8287,0.0372,0.0659,0.0239,0.0443
E02000596,0.8196,0.0368,0.0871,0.0189,0.0377
E02000597,0.6393,0.0697,0.1163,0.0851,0.0896
E02000619,0.5274,0.0756,0.0742,0.2936,0.0291
E02000620,0.5892,0.0749,0.0663,0.2402,0.0293
E02000621,0.6269,0.0638,0.0868,0.1865,0.0361
E02000622,0.6033,0.0745,0.0557,0.2387,0.0278
E02000623,0.5334,0.0743,0.0621,0.2989,0.0313
E02000624,0.4842,0.0815,0.0577,0.3428,0.0339
E02000625,0.4909,0.0738,0.0691,0.3342,0.0321
E02000626,0.3528,0.0837,0.046,0.483,0.0345
E02000627,0.566,0.0807,0.0516,0.2777,0.024
E02000628,0.3917,0.0852,0.0658,0.4165,0.0408
E02000629,0.7056,0.0628,0.0495,0.1658,0.0163
E02000630,0.7435,0.0597,0.0472,0.135,0.0146
E02000631,0.6274,0.0769,0.0643,0.2006,0.0308
E02000632,0.7033,0.0621,0.043,0.1754,0.0162
E02000633,0.4999,0.0845,0.055,0.3405,0.0201
E02000634,0.6074,0.0653,0.0533,0.2534,0.0206
E02000635,0.5399,0.0862,0.042,0.312,0.0199
E02000636,0.8169,0.0473,0.0486,0.0782,0.0092
E02000637,0.6324,0.0845,0.0434,0.2221,0.0176
E02000638,0.5344,0.086,0.0565,0.2982,0.025
E02000639,0.4428,0.087,0.0527,0.3738,0.0437
E02000640,0.7162,0.0567,0.0641,0.1462,0.0168
E02000641,0.3825,0.0874,0.0469,0.4481,0.0351
E02000642,0.6213,0.0871,0.0566,0.2183,0.0166
E02000643,0.625,0.0693,0.0729,0.2101,0.0227
E02000644,0.5911,0.0884,0.0651,0.232,0.0234
E02000645,0.6146,0.0795,0.0589,0.2266,0.0204
E02000646,0.6392,0.071,0.1229,0.1459,0.0209
E02000647,0.5847,0.089,0.0784,0.2311,0.0169
E02000648,0.4447,0.099,0.0477,0.3848,0.0237
E02000649,0.6012,0.0766,0.0778,0.224,0.0203
E02000650,0.5613,0.0902,0.0446,0.285,0.0189
E02000651,0.548,0.076,0.1122,0.242,0.0218
E02000652,0.4039,0.0702,0.2001,0.308,0.0178
E02006801,0.5976,0.0596,0.1913,0.1257,0.0257
E02000653,0.4379,0.0698,0.1409,0.3255,0.026
